conflict_id,entity_candidate,transport_mode,conflict_field,source_pair,source_a,value_a,source_b,value_b,delta_metric,resolution_status,resolution_action,requires_manual_review
CONF_0148,Adyar (Depot) <-> Adyar (Depot),bus,coordinates,CHENNAI_COMMUNITY_GTFS <-> CHENNAI_COMMUNITY_GTFS,CHENNAI_COMMUNITY_GTFS,"(12.99683, 80.25611)",CHENNAI_COMMUNITY_GTFS,"(12.99697, 80.25696)",93.4m,AUTO_RESOLVED,Resolved to authoritative operator / surveyed platform coordinates over street interpolation.,False
CONF_0149,Alandur Metro <-> Alandur Metro,metro,coordinates,CHENNAI_COMMUNITY_GTFS <-> CHENNAI_COMMUNITY_GTFS,CHENNAI_COMMUNITY_GTFS,"(13.00375, 80.20073)",CHENNAI_COMMUNITY_GTFS,"(13.00421, 80.20129)",79.4m,AUTO_RESOLVED,Resolved to authoritative operator / surveyed platform coordinates over street interpolation.,False
CONF_0150,Thiruvottiyur Ajax Bus Depot <-> Thiruvottiyur Ajax Bus Depot,bus,coordinates,CHENNAI_COMMUNITY_GTFS <-> CHENNAI_COMMUNITY_GTFS,CHENNAI_COMMUNITY_GTFS,"(13.17214, 80.30505)",CHENNAI_COMMUNITY_GTFS,"(13.17219, 80.30545)",43.7m,AUTO_RESOLVED,Resolved to authoritative operator / surveyed platform coordinates over street interpolation.,False
CONF_0151,Puratchi Thalaivar Dr. M.G.Ramachandran Central Metro <-> Central Metro,metro,coordinates,CMRL_API <-> OSM_OVERPASS,CMRL_API,"(13.080650909851306, 80.27259356057777)",OSM_OVERPASS,"(13.0817666, 80.2739102)",189.0m,UNRESOLVED_NONBLOCKING,Facility span / multi-entrance coordinate variation (100m-500m). Surveyed OSM/operator coordinates preferred.,True
CONF_0152,Puratchi Thalaivar Dr. M.G.Ramachandran Central Metro <-> Central Metro,metro,coordinates,CMRL_API <-> OSM_OVERPASS,CMRL_API,"(13.080650909851306, 80.27259356057777)",OSM_OVERPASS,"(13.0816876, 80.2739223)",184.4m,UNRESOLVED_NONBLOCKING,Facility span / multi-entrance coordinate variation (100m-500m). Surveyed OSM/operator coordinates preferred.,True
CONF_0153,Puratchi Thalaivar Dr. M.G.Ramachandran Central Metro <-> Central Metro,metro,coordinates,CMRL_API <-> OSM_OVERPASS,CMRL_API,"(13.080650909851306, 80.27259356057777)",OSM_OVERPASS,"(13.0817126, 80.2739184)",185.8m,UNRESOLVED_NONBLOCKING,Facility span / multi-entrance coordinate variation (100m-500m). Surveyed OSM/operator coordinates preferred.,True
CONF_0154,Puratchi Thalaivar Dr. M.G.Ramachandran Central Metro <-> Central Metro,metro,coordinates,CMRL_API <-> OSM_OVERPASS,CMRL_API,"(13.080650909851306, 80.27259356057777)",OSM_OVERPASS,"(13.0817435, 80.2739136)",187.6m,UNRESOLVED_NONBLOCKING,Facility span / multi-entrance coordinate variation (100m-500m). Surveyed OSM/operator coordinates preferred.,True
CONF_0155,Puratchi Thalaivar Dr. M.G.Ramachandran Central Metro <-> Central Metro,metro,coordinates,CMRL_API <-> OSM_OVERPASS,CMRL_API,"(13.080650909851306, 80.27259356057777)",OSM_OVERPASS,"(13.0817254, 80.273916)",186.5m,UNRESOLVED_NONBLOCKING,Facility span / multi-entrance coordinate variation (100m-500m). Surveyed OSM/operator coordinates preferred.,True
CONF_0156,Egmore Metro <-> Egmore Metro,metro,coordinates,CMRL_API <-> OSM_OVERPASS,CMRL_API,"(13.0790573, 80.2611065)",OSM_OVERPASS,"(13.0802886, 80.2630538)",251.5m,UNRESOLVED_NONBLOCKING,Facility span / multi-entrance coordinate variation (100m-500m). Surveyed OSM/operator coordinates preferred.,True
CONF_0157,Egmore Metro <-> Egmore Metro,metro,coordinates,CMRL_API <-> OSM_OVERPASS,CMRL_API,"(13.0790573, 80.2611065)",OSM_OVERPASS,"(13.0802705, 80.2630584)",250.8m,UNRESOLVED_NONBLOCKING,Facility span / multi-entrance coordinate variation (100m-500m). Surveyed OSM/operator coordinates preferred.,True
CONF_0158,Egmore Metro <-> Egmore,metro,coordinates,CMRL_API <-> OSM_OVERPASS,CMRL_API,"(13.0790573, 80.2611065)",OSM_OVERPASS,"(13.0802807, 80.2630546)",251.1m,UNRESOLVED_NONBLOCKING,Facility span / multi-entrance coordinate variation (100m-500m). Surveyed OSM/operator coordinates preferred.,True
CONF_0159,Anna Nagar East <-> Anna Nagar East,metro,coordinates,CMRL_API <-> OSM_OVERPASS,CMRL_API,"(13.0847975, 80.218657)",OSM_OVERPASS,"(13.0846312, 80.2203688)",186.3m,UNRESOLVED_NONBLOCKING,Facility span / multi-entrance coordinate variation (100m-500m). Surveyed OSM/operator coordinates preferred.,True
CONF_0160,Anna Nagar East <-> Anna Nagar East Metro Station,metro,coordinates,CMRL_API <-> CHENNAI_COMMUNITY_GTFS,CMRL_API,"(13.0847975, 80.218657)",CHENNAI_COMMUNITY_GTFS,"(13.08446, 80.22045)",197.8m,UNRESOLVED_NONBLOCKING,Facility span / multi-entrance coordinate variation (100m-500m). Surveyed OSM/operator coordinates preferred.,True
CONF_0161,Koyambedu <-> Koyambedu,metro,coordinates,CMRL_API <-> OSM_OVERPASS,CMRL_API,"(13.073257865971941, 80.1929990571153)",OSM_OVERPASS,"(13.0734496, 80.1948363)",200.1m,UNRESOLVED_NONBLOCKING,Facility span / multi-entrance coordinate variation (100m-500m). Surveyed OSM/operator coordinates preferred.,True
CONF_0162,Koyambedu <-> Koyambedu,metro,coordinates,CMRL_API <-> OSM_OVERPASS,CMRL_API,"(13.073257865971941, 80.1929990571153)",OSM_OVERPASS,"(13.0720413, 80.1951189)",266.5m,UNRESOLVED_NONBLOCKING,Facility span / multi-entrance coordinate variation (100m-500m). Surveyed OSM/operator coordinates preferred.,True
CONF_0163,Koyambedu <-> Koyambedu,metro,coordinates,CMRL_API <-> OSM_OVERPASS,CMRL_API,"(13.073257865971941, 80.1929990571153)",OSM_OVERPASS,"(13.0720365, 80.195197)",274.1m,UNRESOLVED_NONBLOCKING,Facility span / multi-entrance coordinate variation (100m-500m). Surveyed OSM/operator coordinates preferred.,True
CONF_0164,Koyambedu <-> Koyambedu Metro,metro,coordinates,CMRL_API <-> CHENNAI_COMMUNITY_GTFS,CMRL_API,"(13.073257865971941, 80.1929990571153)",CHENNAI_COMMUNITY_GTFS,"(13.07331, 80.19492)",208.1m,UNRESOLVED_NONBLOCKING,Facility span / multi-entrance coordinate variation (100m-500m). Surveyed OSM/operator coordinates preferred.,True
CONF_0165,Puratchi Thalaivi Dr.J.Jayalalithaa CMBT Metro <-> CMBT,metro,coordinates,CMRL_API <-> OSM_OVERPASS,CMRL_API,"(13.068749368997844, 80.2018460624593)",OSM_OVERPASS,"(13.0685197, 80.2039836)",232.9m,UNRESOLVED_NONBLOCKING,Facility span / multi-entrance coordinate variation (100m-500m). Surveyed OSM/operator coordinates preferred.,True
CONF_0166,Wimco Nagar Metro <-> Wimco Nagar,metro,coordinates,CMRL_API <-> OSM_OVERPASS,CMRL_API,"(13.17980338532951, 80.3046587788574)",OSM_OVERPASS,"(13.1792903, 80.3073435)",296.2m,UNRESOLVED_NONBLOCKING,Facility span / multi-entrance coordinate variation (100m-500m). Surveyed OSM/operator coordinates preferred.,True
CONF_0167,Wimco Nagar Metro <-> Wimco Nagar,metro,coordinates,CMRL_API <-> OSM_OVERPASS,CMRL_API,"(13.17980338532951, 80.3046587788574)",OSM_OVERPASS,"(13.1792864, 80.3073683)",298.9m,UNRESOLVED_NONBLOCKING,Facility span / multi-entrance coordinate variation (100m-500m). Surveyed OSM/operator coordinates preferred.,True
CONF_0168,Wimco Nagar Metro <-> Wimco Nagar,metro,coordinates,CMRL_API <-> OSM_OVERPASS,CMRL_API,"(13.17980338532951, 80.3046587788574)",OSM_OVERPASS,"(13.1792941, 80.307318)",293.4m,UNRESOLVED_NONBLOCKING,Facility span / multi-entrance coordinate variation (100m-500m). Surveyed OSM/operator coordinates preferred.,True
CONF_0169,Thiruvottriyur Theradi Metro <-> Thiruvottiyur Theradi,metro,coordinates,CMRL_API <-> OSM_OVERPASS,CMRL_API,"(13.159873210723175, 80.29982707479635)",OSM_OVERPASS,"(13.1602152, 80.3024483)",286.3m,UNRESOLVED_NONBLOCKING,Facility span / multi-entrance coordinate variation (100m-500m). Surveyed OSM/operator coordinates preferred.,True
CONF_0170,Thiruvottriyur Theradi Metro <-> Thiruvottiyur Theradi,metro,station_name,CMRL_API <-> OSM_OVERPASS,CMRL_API,Thiruvottriyur Theradi Metro,OSM_OVERPASS,Thiruvottiyur Theradi,similarity=85.7%,AUTO_RESOLVED,Preserved secondary spelling/variant as searchable alias under canonical name.,False
CONF_0171,Kaladipet Metro <-> Kaladipet,metro,coordinates,CMRL_API <-> OSM_OVERPASS,CMRL_API,"(13.151050510919191, 80.2968370747963)",OSM_OVERPASS,"(13.1506672, 80.2993928)",280.0m,UNRESOLVED_NONBLOCKING,Facility span / multi-entrance coordinate variation (100m-500m). Surveyed OSM/operator coordinates preferred.,True
CONF_0172,Tondiarpet Metro <-> Tondiarpet,metro,coordinates,CMRL_API <-> OSM_OVERPASS,CMRL_API,"(13.124325437205261, 80.28611267507907)",OSM_OVERPASS,"(13.1245276, 80.2888557)",297.9m,UNRESOLVED_NONBLOCKING,Facility span / multi-entrance coordinate variation (100m-500m). Surveyed OSM/operator coordinates preferred.,True
CONF_0173,Mannadi <-> Mannadi,metro,coordinates,CMRL_API <-> OSM_OVERPASS,CMRL_API,"(13.095684862148422, 80.28351647373415)",OSM_OVERPASS,"(13.095369, 80.2860786)",279.7m,UNRESOLVED_NONBLOCKING,Facility span / multi-entrance coordinate variation (100m-500m). Surveyed OSM/operator coordinates preferred.,True
CONF_0174,Mannadi <-> Mannadi,metro,coordinates,CMRL_API <-> OSM_OVERPASS,CMRL_API,"(13.095684862148422, 80.28351647373415)",OSM_OVERPASS,"(13.0953587, 80.2861592)",288.5m,UNRESOLVED_NONBLOCKING,Facility span / multi-entrance coordinate variation (100m-500m). Surveyed OSM/operator coordinates preferred.,True
CONF_0175,Mannadi <-> Mannadi,metro,coordinates,CMRL_API <-> OSM_OVERPASS,CMRL_API,"(13.095684862148422, 80.28351647373415)",OSM_OVERPASS,"(13.0954465, 80.2861312)",284.4m,UNRESOLVED_NONBLOCKING,Facility span / multi-entrance coordinate variation (100m-500m). Surveyed OSM/operator coordinates preferred.,True
CONF_0176,Puratchi Thalaivar Dr. M.G.Ramachandran Central Metro <-> Central Metro,metro,coordinates,CMRL_API <-> OSM_OVERPASS,CMRL_API,"(13.080650909851306, 80.27259356057777)",OSM_OVERPASS,"(13.0817666, 80.2739102)",189.0m,UNRESOLVED_NONBLOCKING,Facility span / multi-entrance coordinate variation (100m-500m). Surveyed OSM/operator coordinates preferred.,True
CONF_0177,Puratchi Thalaivar Dr. M.G.Ramachandran Central Metro <-> Central Metro,metro,coordinates,CMRL_API <-> OSM_OVERPASS,CMRL_API,"(13.080650909851306, 80.27259356057777)",OSM_OVERPASS,"(13.0816876, 80.2739223)",184.4m,UNRESOLVED_NONBLOCKING,Facility span / multi-entrance coordinate variation (100m-500m). Surveyed OSM/operator coordinates preferred.,True
CONF_0178,Puratchi Thalaivar Dr. M.G.Ramachandran Central Metro <-> Central Metro,metro,coordinates,CMRL_API <-> OSM_OVERPASS,CMRL_API,"(13.080650909851306, 80.27259356057777)",OSM_OVERPASS,"(13.0817126, 80.2739184)",185.8m,UNRESOLVED_NONBLOCKING,Facility span / multi-entrance coordinate variation (100m-500m). Surveyed OSM/operator coordinates preferred.,True
CONF_0179,Puratchi Thalaivar Dr. M.G.Ramachandran Central Metro <-> Central Metro,metro,coordinates,CMRL_API <-> OSM_OVERPASS,CMRL_API,"(13.080650909851306, 80.27259356057777)",OSM_OVERPASS,"(13.0817435, 80.2739136)",187.6m,UNRESOLVED_NONBLOCKING,Facility span / multi-entrance coordinate variation (100m-500m). Surveyed OSM/operator coordinates preferred.,True
CONF_0180,Puratchi Thalaivar Dr. M.G.Ramachandran Central Metro <-> Central Metro,metro,coordinates,CMRL_API <-> OSM_OVERPASS,CMRL_API,"(13.080650909851306, 80.27259356057777)",OSM_OVERPASS,"(13.0817254, 80.273916)",186.5m,UNRESOLVED_NONBLOCKING,Facility span / multi-entrance coordinate variation (100m-500m). Surveyed OSM/operator coordinates preferred.,True
CONF_0181,AG &#8211; DMS <-> Ag Dms Metro Station,metro,coordinates,CMRL_API <-> CHENNAI_COMMUNITY_GTFS,CMRL_API,"(13.045251063261999, 80.24566532373316)",CHENNAI_COMMUNITY_GTFS,"(13.04486, 80.24796)",252.3m,UNRESOLVED_NONBLOCKING,Facility span / multi-entrance coordinate variation (100m-500m). Surveyed OSM/operator coordinates preferred.,True
CONF_0182,AG &#8211; DMS <-> Ag Dms Metro Station,metro,station_name,CMRL_API <-> CHENNAI_COMMUNITY_GTFS,CMRL_API,AG &#8211; DMS,CHENNAI_COMMUNITY_GTFS,Ag Dms Metro Station,similarity=60.0%,AUTO_RESOLVED,Preserved secondary spelling/variant as searchable alias under canonical name.,False
CONF_0183,AG &#8211; DMS <-> Ag Dms Metro Station,metro,coordinates,CMRL_API <-> CHENNAI_COMMUNITY_GTFS,CMRL_API,"(13.045251063261999, 80.24566532373316)",CHENNAI_COMMUNITY_GTFS,"(13.04484, 80.24812)",269.8m,UNRESOLVED_NONBLOCKING,Facility span / multi-entrance coordinate variation (100m-500m). Surveyed OSM/operator coordinates preferred.,True
CONF_0184,AG &#8211; DMS <-> Ag Dms Metro Station,metro,station_name,CMRL_API <-> CHENNAI_COMMUNITY_GTFS,CMRL_API,AG &#8211; DMS,CHENNAI_COMMUNITY_GTFS,Ag Dms Metro Station,similarity=60.0%,AUTO_RESOLVED,Preserved secondary spelling/variant as searchable alias under canonical name.,False
CONF_0185,Nandanam <-> Nandanam Metro,metro,coordinates,CMRL_API <-> CHENNAI_COMMUNITY_GTFS,CMRL_API,"(13.031958313555847, 80.23958227321089)",CHENNAI_COMMUNITY_GTFS,"(13.03174, 80.24096)",151.2m,UNRESOLVED_NONBLOCKING,Facility span / multi-entrance coordinate variation (100m-500m). Surveyed OSM/operator coordinates preferred.,True
CONF_0186,Nandanam <-> Nandanam Metro,metro,coordinates,CMRL_API <-> CHENNAI_COMMUNITY_GTFS,CMRL_API,"(13.031958313555847, 80.23958227321089)",CHENNAI_COMMUNITY_GTFS,"(13.03166, 80.24114)",172.0m,UNRESOLVED_NONBLOCKING,Facility span / multi-entrance coordinate variation (100m-500m). Surveyed OSM/operator coordinates preferred.,True
CONF_0187,Little Mount <-> Little Mount Metro,metro,coordinates,CMRL_API <-> CHENNAI_COMMUNITY_GTFS,CMRL_API,"(13.014562787304808, 80.22136727507717)",CHENNAI_COMMUNITY_GTFS,"(13.01396, 80.22322)",211.6m,UNRESOLVED_NONBLOCKING,Facility span / multi-entrance coordinate variation (100m-500m). Surveyed OSM/operator coordinates preferred.,True
CONF_0188,OTA-Nanganallur Road <-> Nanganallur Road,metro,coordinates,CMRL_API <-> OSM_OVERPASS,CMRL_API,"(13.000059014253818, 80.19157157500499)",OSM_OVERPASS,"(12.9998483, 80.1940028)",264.5m,UNRESOLVED_NONBLOCKING,Facility span / multi-entrance coordinate variation (100m-500m). Surveyed OSM/operator coordinates preferred.,True
CONF_0189,OTA-Nanganallur Road <-> Nanganallur Road,metro,station_name,CMRL_API <-> OSM_OVERPASS,CMRL_API,OTA-Nanganallur Road,OSM_OVERPASS,Nanganallur Road,similarity=88.9%,AUTO_RESOLVED,Preserved secondary spelling/variant as searchable alias under canonical name.,False
CONF_0190,OTA-Nanganallur Road <-> Nanganallur Road,metro,coordinates,CMRL_API <-> OSM_OVERPASS,CMRL_API,"(13.000059014253818, 80.19157157500499)",OSM_OVERPASS,"(12.9998739, 80.1939756)",261.3m,UNRESOLVED_NONBLOCKING,Facility span / multi-entrance coordinate variation (100m-500m). Surveyed OSM/operator coordinates preferred.,True
CONF_0191,OTA-Nanganallur Road <-> Nanganallur Road,metro,station_name,CMRL_API <-> OSM_OVERPASS,CMRL_API,OTA-Nanganallur Road,OSM_OVERPASS,Nanganallur Road,similarity=88.9%,AUTO_RESOLVED,Preserved secondary spelling/variant as searchable alias under canonical name.,False
CONF_0192,OTA-Nanganallur Road <-> Nanganallur Road,metro,coordinates,CMRL_API <-> OSM_OVERPASS,CMRL_API,"(13.000059014253818, 80.19157157500499)",OSM_OVERPASS,"(12.9998798, 80.1940099)",264.9m,UNRESOLVED_NONBLOCKING,Facility span / multi-entrance coordinate variation (100m-500m). Surveyed OSM/operator coordinates preferred.,True
CONF_0193,OTA-Nanganallur Road <-> Nanganallur Road,metro,station_name,CMRL_API <-> OSM_OVERPASS,CMRL_API,OTA-Nanganallur Road,OSM_OVERPASS,Nanganallur Road,similarity=88.9%,AUTO_RESOLVED,Preserved secondary spelling/variant as searchable alias under canonical name.,False
CONF_0194,OTA-Nanganallur Road <-> Nanganallur Metro,metro,coordinates,CMRL_API <-> CHENNAI_COMMUNITY_GTFS,CMRL_API,"(13.000059014253818, 80.19157157500499)",CHENNAI_COMMUNITY_GTFS,"(12.99928, 80.19341)",217.2m,UNRESOLVED_NONBLOCKING,Facility span / multi-entrance coordinate variation (100m-500m). Surveyed OSM/operator coordinates preferred.,True
CONF_0195,OTA-Nanganallur Road <-> Nanganallur Metro,metro,station_name,CMRL_API <-> CHENNAI_COMMUNITY_GTFS,CMRL_API,OTA-Nanganallur Road,CHENNAI_COMMUNITY_GTFS,Nanganallur Metro,similarity=64.9%,AUTO_RESOLVED,Preserved secondary spelling/variant as searchable alias under canonical name.,False
CONF_0196,Chennai International Airport <-> Airport Metro,metro,coordinates,CMRL_API <-> CHENNAI_COMMUNITY_GTFS,CMRL_API,"(12.9808255, 80.1642095)",CHENNAI_COMMUNITY_GTFS,"(12.98027, 80.16373)",80.7m,AUTO_RESOLVED,Resolved to authoritative operator / surveyed platform coordinates over street interpolation.,False
CONF_0197,Chennai International Airport <-> Airport Metro,metro,station_name,CMRL_API <-> CHENNAI_COMMUNITY_GTFS,CMRL_API,Chennai International Airport,CHENNAI_COMMUNITY_GTFS,Airport Metro,similarity=70.0%,AUTO_RESOLVED,Preserved secondary spelling/variant as searchable alias under canonical name.,False
CONF_0198,Shenoy Nagar <-> Shenoy Nagar,metro,coordinates,OSM_OVERPASS <-> OSM_OVERPASS,OSM_OVERPASS,"(13.0776718, 80.225143)",OSM_OVERPASS,"(13.0799248, 80.2251225)",250.5m,UNRESOLVED_NONBLOCKING,Facility span / multi-entrance coordinate variation (100m-500m). Surveyed OSM/operator coordinates preferred.,True
CONF_0199,Anna Nagar East <-> Anna Nagar East,metro,coordinates,OSM_OVERPASS <-> OSM_OVERPASS,OSM_OVERPASS,"(13.0846312, 80.2203688)",OSM_OVERPASS,"(13.0845849, 80.2186077)",190.8m,UNRESOLVED_NONBLOCKING,Facility span / multi-entrance coordinate variation (100m-500m). Surveyed OSM/operator coordinates preferred.,True
CONF_0200,Koyambedu <-> Koyambedu,metro,coordinates,OSM_OVERPASS <-> OSM_OVERPASS,OSM_OVERPASS,"(13.0734496, 80.1948363)",OSM_OVERPASS,"(13.0720413, 80.1951189)",159.6m,UNRESOLVED_NONBLOCKING,Facility span / multi-entrance coordinate variation (100m-500m). Surveyed OSM/operator coordinates preferred.,True
CONF_0201,Koyambedu <-> Koyambedu,metro,coordinates,OSM_OVERPASS <-> OSM_OVERPASS,OSM_OVERPASS,"(13.0734496, 80.1948363)",OSM_OVERPASS,"(13.0720365, 80.195197)",161.9m,UNRESOLVED_NONBLOCKING,Facility span / multi-entrance coordinate variation (100m-500m). Surveyed OSM/operator coordinates preferred.,True
CONF_0202,Chennai International Airport <-> Airport Metro,metro,coordinates,OSM_OVERPASS <-> CHENNAI_COMMUNITY_GTFS,OSM_OVERPASS,"(12.9808092, 80.1642026)",CHENNAI_COMMUNITY_GTFS,"(12.98027, 80.16373)",78.8m,AUTO_RESOLVED,Resolved to authoritative operator / surveyed platform coordinates over street interpolation.,False
CONF_0203,Chennai International Airport <-> Airport Metro,metro,station_name,OSM_OVERPASS <-> CHENNAI_COMMUNITY_GTFS,OSM_OVERPASS,Chennai International Airport,CHENNAI_COMMUNITY_GTFS,Airport Metro,similarity=70.0%,AUTO_RESOLVED,Preserved secondary spelling/variant as searchable alias under canonical name.,False
CONF_0204,Anna Nagar East <-> Anna Nagar East Metro Station,metro,coordinates,OSM_OVERPASS <-> CHENNAI_COMMUNITY_GTFS,OSM_OVERPASS,"(13.0845849, 80.2186077)",CHENNAI_COMMUNITY_GTFS,"(13.08446, 80.22045)",200.0m,UNRESOLVED_NONBLOCKING,Facility span / multi-entrance coordinate variation (100m-500m). Surveyed OSM/operator coordinates preferred.,True
CONF_0205,Perumbakkam Bus Depot <-> Perumbakkam Depot,bus,coordinates,OSM_OVERPASS <-> CHENNAI_COMMUNITY_GTFS,OSM_OVERPASS,"(12.8866626, 80.2096881)",CHENNAI_COMMUNITY_GTFS,"(12.88775, 80.2088)",154.6m,UNRESOLVED_NONBLOCKING,Facility span / multi-entrance coordinate variation (100m-500m). Surveyed OSM/operator coordinates preferred.,True
CONF_0206,Tambaram MTC Terminus <-> Tambaram East MTC Terminus,bus,coordinates,OSM_OVERPASS <-> OSM_OVERPASS,OSM_OVERPASS,"(12.9253393, 80.1167451)",OSM_OVERPASS,"(12.923598, 80.1170906)",197.2m,UNRESOLVED_NONBLOCKING,Facility span / multi-entrance coordinate variation (100m-500m). Surveyed OSM/operator coordinates preferred.,True
CONF_0207,NGO Colony Bus Terminus <-> Adambakkam Bus Terminus,bus,station_name,OSM_OVERPASS <-> CHENNAI_COMMUNITY_GTFS,OSM_OVERPASS,NGO Colony Bus Terminus,CHENNAI_COMMUNITY_GTFS,Adambakkam Bus Terminus,similarity=68.6%,AUTO_RESOLVED,Preserved secondary spelling/variant as searchable alias under canonical name.,False
CONF_0208,Adyar Depot <-> Adyar (Depot),bus,coordinates,OSM_OVERPASS <-> CHENNAI_COMMUNITY_GTFS,OSM_OVERPASS,"(12.9988972, 80.2559382)",CHENNAI_COMMUNITY_GTFS,"(12.99683, 80.25611)",230.6m,UNRESOLVED_NONBLOCKING,Facility span / multi-entrance coordinate variation (100m-500m). Surveyed OSM/operator coordinates preferred.,True
CONF_0209,Adyar Depot <-> Adyar (Depot),bus,coordinates,OSM_OVERPASS <-> CHENNAI_COMMUNITY_GTFS,OSM_OVERPASS,"(12.9988972, 80.2559382)",CHENNAI_COMMUNITY_GTFS,"(12.99697, 80.25696)",241.2m,UNRESOLVED_NONBLOCKING,Facility span / multi-entrance coordinate variation (100m-500m). Surveyed OSM/operator coordinates preferred.,True
CONF_0210,Adyar Depot <-> Adyar (Depot),bus,coordinates,OSM_OVERPASS <-> CHENNAI_COMMUNITY_GTFS,OSM_OVERPASS,"(12.9984686, 80.2561546)",CHENNAI_COMMUNITY_GTFS,"(12.99683, 80.25611)",182.3m,UNRESOLVED_NONBLOCKING,Facility span / multi-entrance coordinate variation (100m-500m). Surveyed OSM/operator coordinates preferred.,True
CONF_0211,Adyar Depot <-> Adyar (Depot),bus,coordinates,OSM_OVERPASS <-> CHENNAI_COMMUNITY_GTFS,OSM_OVERPASS,"(12.9984686, 80.2561546)",CHENNAI_COMMUNITY_GTFS,"(12.99697, 80.25696)",188.1m,UNRESOLVED_NONBLOCKING,Facility span / multi-entrance coordinate variation (100m-500m). Surveyed OSM/operator coordinates preferred.,True
CONF_0212,Adyar Depot <-> Adyar (Depot),bus,coordinates,OSM_OVERPASS <-> CHENNAI_COMMUNITY_GTFS,OSM_OVERPASS,"(12.998741, 80.2561722)",CHENNAI_COMMUNITY_GTFS,"(12.99683, 80.25611)",212.6m,UNRESOLVED_NONBLOCKING,Facility span / multi-entrance coordinate variation (100m-500m). Surveyed OSM/operator coordinates preferred.,True
CONF_0213,Adyar Depot <-> Adyar (Depot),bus,coordinates,OSM_OVERPASS <-> CHENNAI_COMMUNITY_GTFS,OSM_OVERPASS,"(12.998741, 80.2561722)",CHENNAI_COMMUNITY_GTFS,"(12.99697, 80.25696)",214.6m,UNRESOLVED_NONBLOCKING,Facility span / multi-entrance coordinate variation (100m-500m). Surveyed OSM/operator coordinates preferred.,True
CONF_0214,Ayyapanthangal <-> Iyyappanthangal Bus Terminus,bus,station_name,OSM_OVERPASS <-> CHENNAI_COMMUNITY_GTFS,OSM_OVERPASS,Ayyapanthangal,CHENNAI_COMMUNITY_GTFS,Iyyappanthangal Bus Terminus,similarity=61.9%,AUTO_RESOLVED,Preserved secondary spelling/variant as searchable alias under canonical name.,False
CONF_0215,Ayyapanthangal <-> Iyyappanthangal Bus Depot,bus,coordinates,OSM_OVERPASS <-> CHENNAI_COMMUNITY_GTFS,OSM_OVERPASS,"(13.0377933, 80.1349425)",CHENNAI_COMMUNITY_GTFS,"(13.03812, 80.13487)",37.2m,AUTO_RESOLVED,Resolved to authoritative operator / surveyed platform coordinates over street interpolation.,False
CONF_0216,Ayyapanthangal <-> Iyyappanthangal Bus Depot,bus,station_name,OSM_OVERPASS <-> CHENNAI_COMMUNITY_GTFS,OSM_OVERPASS,Ayyapanthangal,CHENNAI_COMMUNITY_GTFS,Iyyappanthangal Bus Depot,similarity=66.7%,AUTO_RESOLVED,Preserved secondary spelling/variant as searchable alias under canonical name.,False
CONF_0217,Ayyapanthangal <-> Iyyappanthangal Bus Depot,bus,coordinates,OSM_OVERPASS <-> CHENNAI_COMMUNITY_GTFS,OSM_OVERPASS,"(13.0377933, 80.1349425)",CHENNAI_COMMUNITY_GTFS,"(13.03797, 80.13535)",48.3m,AUTO_RESOLVED,Resolved to authoritative operator / surveyed platform coordinates over street interpolation.,False
CONF_0218,Ayyapanthangal <-> Iyyappanthangal Bus Depot,bus,station_name,OSM_OVERPASS <-> CHENNAI_COMMUNITY_GTFS,OSM_OVERPASS,Ayyapanthangal,CHENNAI_COMMUNITY_GTFS,Iyyappanthangal Bus Depot,similarity=66.7%,AUTO_RESOLVED,Preserved secondary spelling/variant as searchable alias under canonical name.,False
CONF_0219,Puratchi Thalaivar Dr. M.G.R Bus Terminus <-> M.G.R.Koyambedu Bus Terminus,bus,coordinates,OSM_OVERPASS <-> CHENNAI_COMMUNITY_GTFS,OSM_OVERPASS,"(13.06846, 80.2051255)",CHENNAI_COMMUNITY_GTFS,"(13.0688, 80.2052)",38.7m,AUTO_RESOLVED,Resolved to authoritative operator / surveyed platform coordinates over street interpolation.,False
CONF_0220,Puratchi Thalaivar Dr. M.G.R Bus Terminus <-> M.G.R.Koyambedu Bus Terminus,bus,station_name,OSM_OVERPASS <-> CHENNAI_COMMUNITY_GTFS,OSM_OVERPASS,Puratchi Thalaivar Dr. M.G.R Bus Terminus,CHENNAI_COMMUNITY_GTFS,M.G.R.Koyambedu Bus Terminus,similarity=60.0%,AUTO_RESOLVED,Preserved secondary spelling/variant as searchable alias under canonical name.,False
CONF_0221,Koyambedu Mofussil Bus Terminal <-> M.G.R.Koyambedu Bus Terminus,bus,coordinates,OSM_OVERPASS <-> CHENNAI_COMMUNITY_GTFS,OSM_OVERPASS,"(13.0665289, 80.2062855)",CHENNAI_COMMUNITY_GTFS,"(13.0688, 80.2052)",278.6m,UNRESOLVED_NONBLOCKING,Facility span / multi-entrance coordinate variation (100m-500m). Surveyed OSM/operator coordinates preferred.,True
CONF_0222,Koyambedu Mofussil Bus Terminal <-> M.G.R.Koyambedu Bus Terminus,bus,station_name,OSM_OVERPASS <-> CHENNAI_COMMUNITY_GTFS,OSM_OVERPASS,Koyambedu Mofussil Bus Terminal,CHENNAI_COMMUNITY_GTFS,M.G.R.Koyambedu Bus Terminus,similarity=67.8%,AUTO_RESOLVED,Preserved secondary spelling/variant as searchable alias under canonical name.,False
